wallet,num_trades,avg_markout,median_markout,std_markout,toxicity_score,toxicity_percentile
0x83681c14770b44361e21faf91d8325423365ea5c,3,1.2824518373280018,3.0479298662125984,2.9245472919718383,0.4385129406056538,55.88235294117647
0xf6b4cbf5f6211645cb251ab5e111f0a8881259ec,8,1.1849634026405056,1.2696020083317308,2.751387275996652,0.4306785194041736,55.58823529411765
0x819732f82cc0c9d5cabb51a4a229ae47097f571c,3,1.750397971759109,-0.5411662212409283,4.477963378884166,0.39089153254450326,55.294117647058826
0xf70da97812cb96acdf810712aa562db8dfa3dbef,2,0.446639841826709,0.446639841826709,1.1649589395033217,0.3833953479795431,55.00000000000001
0xee608a97b040c341c85afad3e1dd69251eb87035,3,1.526149365754615,3.366547449207701,4.0882685612325735,0.3732996840015566,54.70588235294118
0x750e70496c9ebe5a13551f0147e02206861869a4,2,1.4935909657119737,1.4935909657119737,5.4231039555584175,0.2754125635793852,54.41176470588235
0xdf8adfe10d4a4d9f0fc4d3e377a6e8d5730eb40c,4,1.3086002895310003,0.1745816894665495,4.995988676944182,0.2619301947081492,54.11764705882353
0xbee018a99073a0d838d2412add382db3af711005,2,0.6667936004714647,0.6667936004714647,3.2960897675484375,0.20229837336755185,53.8235294117647
0x9c4ebb54625b1e93e987e287fa832bd2e0a854b7,3,0.5278428238525521,-0.9589770988795863,6.61206941324639,0.07983019990636943,53.529411764705884
0x000000ffa51e8fd8dc15c5b77990234810a640e8,4,-3.825004341706517e-06,-3.2206939977186266e-06,1.1195303622790778,-3.4166150704065185e-06,53.23529411764706
0x69ea9c11b1397fba3e934b77a972e88b46243791,2,-0.02121404692388751,-0.02121404692388751,1.3314881572864579,-0.015932583890040306,52.94117647058824
0x091179e3c74e33545ce8cc07fa385827256cb84f,4,-0.18412626496183293,0.7966854843768942,4.1261336775064175,-0.04462440601945391,52.64705882352941
0xcbbc48343f552b9e709f035290792411a01586de,2,-0.2778123788996254,-0.2778123788996254,3.6179821029893446,-0.07678655400263544,52.352941176470594
0x74d02d1febbe6dfdcc318d386b3473bedbed6fbf,2,-0.6427697081167025,-0.6427697081167025,6.180820770988248,-0.10399423165509265,52.05882352941177
0xeaa9ebddd373c4bd8bb92dfcc9c7e7fcdb268e51,2,-0.15723387090815777,-0.15723387090815777,1.4964024422536113,-0.1050745878365546,51.76470588235295
0xb7431638f2eab1e678a6c325b6f45fe2bb6d839a,2,-0.18729156838548988,-0.18729156838548988,1.4583131903129924,-0.12843027707991136,51.470588235294116
0x5b43453fce04b92e190f391a83136bfbecedefd1,56,-0.5722420759124296,-1.394932866482577,4.080866338085518,-0.14022563522103315,51.17647058823529
0x8dbee8f3917049bc30fef01924a7ac79d16cf2b9,2,-0.4112145998851702,-0.4112145998851702,2.5045838338992326,-0.16418480095478674,50.882352941176464
0xb932a73f55f3f8d29a950d408199ee5bc771b4a2,2,-1.284848105489118,-1.284848105489118,5.680598972260896,-0.22618180045825814,50.588235294117645
0xea8c7081215dbcb02b2f4ef7416356fb48ae59b0,2,-0.6564635881325103,-0.6564635881325103,2.7308082500755972,-0.24039168100155714,50.294117647058826
0x55a28a0334b507a3bf827a2050fde1519139ad70,3,-0.955069868358199,-3.366558967140918,3.8038922620655153,-0.25107700219901224,50.0
0x95480d3f27658e73b2785d30beb0c847d78294c7,6,-1.3270765243081162,-0.11830924037576551,4.495754786963009,-0.29518436486006494,49.705882352941174
0xc77820eef59629fc8d88154977bc8de8a1b2f4ae,2,-1.7051900974440741,-1.7051900974440741,4.6845918870660626,-0.3639997111620388,49.411764705882355
0x25f9bb88dee205769423e7369780cb495830c502,2,-1.2600780203270006,-1.2600780203270006,2.6686153173536695,-0.47218421006993017,49.11764705882353
0xc54b77b28ee4d18cd3d93991f08b79bc85c71097,2,-1.311638450111559,-1.311638450111559,2.6043803237573684,-0.5036278431035622,48.8235294117647
0xd99632ccd223db625b5c106fed07d6cee2109981,2,-1.495479707769391,-1.495479707769391,2.5032343933798984,-0.5974189655392143,48.529411764705884
0x4b3e77089c5eb6558b5355eab3bf2ee4156bf2a9,2,-1.714103976039496,-1.714103976039496,2.6992743309574507,-0.6350239951643788,48.23529411764706
0x56fc0708725a65ebb633efdaec931c0600a9face,2,-0.48292100953517547,-0.48292100953517547,0.7202406079507,-0.6704995490385285,47.94117647058824
0x435fc6c05032e6fa5ca712c3f774d32223528fa6,2,-1.1951223872420087,-1.1951223872420087,1.7169771664116524,-0.6960618950915357,47.647058823529406
0x5884b2faa9ad6f38010831e2290e515af17a7d47,2,-3.0303783147983268,-3.0303783147983268,4.21890414122754,-0.7182856510064592,47.35294117647059
0x979159f671779a9be573c8a1217ddbe9990e24f9,4,-1.5561693586146248,-1.776727158928452,1.9121332854925792,-0.8138393710746742,47.05882352941176
0x6bf97afe2d2c790999cded2a8523009eb8a0823f,3,-2.8870590172127777,-4.953784595949401,3.2006116367128503,-0.9020335285531742,46.76470588235294
0x328db7533203c9b9bdd21d071490b667a4030f26,4,-3.382267026842783,-2.3106749143880734,2.845177380471452,-1.1887719332263966,46.470588235294116
0x661915f8df508e26a277533cc35f6e3a0d1dee6e,2,-2.4923641459463397,-2.4923641459463397,1.817889905953507,-1.3710203924196709,46.1764705882353
0xfb51d56937c28904ae3e5aaca8beefcdcf97ff4b,2,-1.5014753739521893,-1.5014753739521893,1.0857878078711565,-1.3828441885598315,45.88235294117647
0x7bf30399dba8051c2bf191afe2cd07ea4e064625,2,-1.0966667440084166,-1.0966667440084166,0.78930912802889,-1.3894007951650964,45.588235294117645
0x43b0abc86a456acc0c56727b23b73b86fdc83e6c,2,-0.9972860666050565,-0.9972860666050565,0.7133813798575375,-1.3979703995421227,45.294117647058826
0x2b5091d37605c95fd3647d855a0502c7352af015,3,-5.121466335779132,-6.7722389644318355,3.5808845869260746,-1.4302237888860014,45.0
0x3980daa7eaad0b7e0c53cfc5c2760037270da54d,2,-1.3699068642315524,-1.3699068642315524,0.8871630240284958,-1.5441433104025735,44.70588235294118
0x919881f386680734ef7609b9606a43c36a11390d,2,-3.8114666881715493,-3.8114666881715493,2.3006187834439515,-1.6567137063441562,44.41176470588235
0x29e386af5178ee00cbe485041ddb796d2e881cf2,2,-0.11883663567141411,-0.11883663567141411,0.07056611663165313,-1.6840464588870998,44.11764705882353
0x2d1caf6d813670de0d8712c3a8dde59931358c61,6,-2.8744024262261973,-3.9582334335534597,1.6724579720753523,-1.718669441643821,43.8235294117647
0xebedc8e9ff409b23dd251f87ccbffa8075f87255,2,-0.9926007830667913,-0.9926007830667913,0.5619184620513806,-1.7664498186776638,43.529411764705884
0xdfd122610a14ac12d934898c02dbec1f72708116,3,-2.9247264457488504,-3.4990500112226073,1.5283875693601394,-1.9136026000507602,43.23529411764706
0xdbfa9272b9a533d206788df39c80f68eb9fd58f2,3,-2.554505988127706,-2.085599251190615,1.0609275898720971,-2.4078042539714035,42.94117647058823
0xbe84d31b2ee049dcb1d8e7c798511632b44d1b55,8,-2.1447998595844524,-2.5491693415542613,0.7196809944383857,-2.980209073682833,42.64705882352941
0x0faa6191e7e0bfcb036c3738fcb3da328073add0,4,-6.896530035187084,-7.124700960185919,0.5563187770557773,-12.396723237922266,42.35294117647059
0x1f828ce4bbb97a5fdc424ad93c081860448824f1,3,-0.8445727331527451,-0.844575995221021,1.7525404814278957e-05,-48163.857184809065,42.05882352941177
